date,year,month,month_number,year_number,total_arr,_comment_headcount,engineering_headcount,product_headcount,sales_headcount,marketing_headcount,customer_success_headcount,g_and_a_headcount,compliance_experts_headcount,total_headcount,_comment_base_salary,_comment_benefits,_comment_payroll_tax,_comment_bonus,_comment_equity,_comment_total_comp,engineering_base_salary,engineering_benefits,engineering_payroll_tax,engineering_bonus,engineering_equity,engineering_total_comp,product_base_salary,product_benefits,product_payroll_tax,product_bonus,product_equity,product_total_comp,sales_base_salary,sales_benefits,sales_payroll_tax,sales_bonus,sales_equity,sales_total_comp,marketing_base_salary,marketing_benefits,marketing_payroll_tax,marketing_bonus,marketing_equity,marketing_total_comp,customer_success_base_salary,customer_success_benefits,customer_success_payroll_tax,customer_success_bonus,customer_success_equity,customer_success_total_comp,g_and_a_base_salary,g_and_a_benefits,g_and_a_payroll_tax,g_and_a_bonus,g_and_a_equity,g_and_a_total_comp,compliance_experts_base_salary,compliance_experts_benefits,compliance_experts_payroll_tax,compliance_experts_bonus,compliance_experts_equity,compliance_experts_total_comp,total_base_salary,total_benefits,total_payroll_tax,total_bonus,total_equity,total_compensation,cogs__comment,cogs_cloud_hosting,cogs_customer_support,cogs_third_party_apis,cogs_professional_services,total_cogs,marketing__comment,marketing_paid_advertising,marketing_content_creation,marketing_events_and_pr,marketing_partner_marketing,total_marketing_expenses,sales__comment,sales_commission_rate,sales_tools_and_enablement,total_sales_expenses,r_and_d__comment,r_and_d_cloud_compute_for_training,r_and_d_research_tools_and_data,r_and_d_third_party_research,total_r_and_d_expenses,g_and_a__comment,g_and_a_office_and_facilities,g_and_a_per_employee_office_cost,g_and_a_software_and_tools,g_and_a_legal_and_accounting,g_and_a_insurance,total_g_and_a_expenses,one_time_expenses,total_expenses,total_operating_expenses,cogs_as_percent_of_arr,opex_as_percent_of_arr
2027-01-01,2027,1,25,3,20469401.6,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,170578.34666666668,85289.17333333334,34115.66933333334,0.0,289983.18933333334,0.0,102347.00800000002,38380.128000000004,127933.76000000001,0.0,268660.89600000007,0.0,184224.61440000002,17057.83466666667,201282.44906666668,0.0,0.0,136462.67733333335,102347.00800000002,238809.6853333334,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1665442.4697333334,1375459.2804,17.0,80.6350458471634
2027-02-01,2027,2,26,3,20469401.6,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,170578.34666666668,85289.17333333334,34115.66933333334,0.0,289983.18933333334,0.0,102347.00800000002,38380.128000000004,127933.76000000001,0.0,268660.89600000007,0.0,184224.61440000002,17057.83466666667,201282.44906666668,0.0,0.0,136462.67733333335,102347.00800000002,238809.6853333334,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1665442.4697333334,1375459.2804,17.0,80.6350458471634
2027-03-01,2027,3,27,3,20619376.0,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,171828.13333333333,85914.06666666667,34365.62666666667,0.0,292107.82666666666,0.0,103096.88,38661.33,128871.10000000002,0.0,270629.31000000006,0.0,185574.384,17182.813333333335,202757.19733333332,0.0,0.0,137462.50666666668,103096.88,240559.3866666667,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1672759.9706666667,1380652.144,17.0,80.35076196292265
2027-04-01,2027,4,28,3,21076092.8,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,175634.1066666667,87817.05333333334,35126.82133333333,0.0,298577.98133333336,0.0,105380.46399999999,39517.674,131725.58000000002,0.0,276623.718,0.0,189684.83520000003,17563.410666666667,207248.2458666667,0.0,0.0,140507.28533333333,105380.46399999999,245887.74933333334,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1695043.9445333334,1396465.9632,17.0,79.50995337428009
2027-05-01,2027,5,29,3,22109216.0,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,184243.46666666667,92121.73333333334,36848.693333333336,0.0,313213.89333333337,0.0,110546.08,41454.78,138182.6,0.0,290183.45999999996,0.0,198982.944,18424.346666666668,217407.29066666667,0.0,0.0,147394.77333333335,110546.08,257940.85333333333,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1745451.7473333334,1432237.854,17.0,77.73615422636423
2027-06-01,2027,6,30,3,23307456.0,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,194228.80000000002,97114.40000000001,38845.76,0.0,330188.96,0.0,116537.27999999998,43701.48,145671.6,0.0,305910.36,0.0,209767.104,19422.88,229189.984,0.0,0.0,155383.04,116537.27999999998,271920.32,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1803915.874,1473726.914,17.0,75.87581831324707
2027-07-01,2027,7,31,3,24947270.4,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,207893.92,103946.96,41578.784,0.0,353419.664,0.0,124736.352,46776.132000000005,155920.44,0.0,327432.924,0.0,224525.4336,20789.392,245314.82559999998,0.0,0.0,166315.136,124736.352,291051.488,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1883925.1516,1530505.4876,17.0,73.6195405618404
2027-08-01,2027,8,32,3,26587084.8,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,221559.04000000004,110779.52000000002,44311.808,0.0,376650.3680000001,0.0,132935.424,49850.78400000001,166169.28000000003,0.0,348955.488,0.0,239283.76320000004,22155.904,261439.66720000005,0.0,0.0,177247.232,132935.424,310182.65599999996,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,1963934.4292000001,1587284.0612,17.000000000000004,71.64158416645967
2027-09-01,2027,9,33,3,28818448.0,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,240153.73333333337,120076.86666666668,48030.746666666666,0.0,408261.3466666667,0.0,144092.24,54034.59,180115.30000000002,0.0,378242.13,0.0,259366.032,24015.373333333333,283381.40533333336,0.0,0.0,192122.98666666666,144092.24,336215.2266666667,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,2072806.3586666668,1664545.012,17.0,69.31164420790459
2027-10-01,2027,10,34,3,31948102.4,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,266234.1866666667,133117.09333333335,53246.83733333333,0.0,452598.11733333336,0.0,159740.512,59902.692,199675.64,0.0,419318.84400000004,0.0,287532.9216,26623.418666666665,314156.34026666667,0.0,0.0,212987.34933333332,159740.512,372727.8613333333,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,2225507.4129333333,1772909.2955999998,17.0,66.59209764896708
2027-11-01,2027,11,35,3,35669305.6,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,297244.2133333334,148622.1066666667,59448.84266666667,0.0,505315.1626666667,0.0,178346.52800000002,66879.948,222933.16000000003,0.0,468159.63600000006,0.0,321023.7504,29724.421333333335,350748.1717333334,0.0,0.0,237795.37066666668,178346.52800000002,416141.8986666667,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,2407071.119066667,1901755.9564,17.0,63.979578780473936
2027-12-01,2027,12,36,3,38948934.4,0.0,13.5,1.9500000000000002,6.8,3.0,3.6,1.9500000000000002,3.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,161240.625,0.0,32248.125,0.0,0.0,193488.75,25081.875,0.0,5016.375,0.0,0.0,30098.25,112455.0,0.0,22491.0,0.0,0.0,134946.0,38587.5,0.0,7717.5,0.0,0.0,46305.0,42997.5,0.0,8599.5,0.0,0.0,51597.0,17915.625000000004,0.0,3583.125000000001,0.0,0.0,21498.750000000004,41343.75,0.0,8268.75,0.0,0.0,49612.5,439621.875,0.0,87924.375,0.0,0.0,527546.25,0.0,324574.4533333333,162287.22666666665,64914.890666666666,0.0,551776.5706666666,0.0,194744.672,73029.252,243430.84,0.0,511204.76399999997,0.0,350540.40959999996,32457.445333333333,382997.8549333333,0.0,0.0,259659.56266666666,194744.672,454404.23466666666,0.0,11760.0,0.0,101399.99999999999,1000.0,25000.0,139160.0,0.0,2567089.6742666666,2015313.1036,17.0,62.09093423413402
2028-01-01,2028,1,37,4,41704346.81600001,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,347536.2234666667,173768.11173333335,69507.24469333336,0.0,590811.5798933335,0.0,194620.28514133336,72982.60692800001,243275.3564266667,0.0,510878.2484960001,0.0,375339.12134400004,34753.62234666668,410092.74369066674,0.0,0.0,278028.9787733334,208521.73408000005,486550.71285333345,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,2929206.261183334,2338394.6812900007,17.0,67.28491948161724
2028-02-01,2028,2,38,4,41704346.81600001,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,347536.2234666667,173768.11173333335,69507.24469333336,0.0,590811.5798933335,0.0,194620.28514133336,72982.60692800001,243275.3564266667,0.0,510878.2484960001,0.0,375339.12134400004,34753.62234666668,410092.74369066674,0.0,0.0,278028.9787733334,208521.73408000005,486550.71285333345,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,2929206.261183334,2338394.6812900007,17.0,67.28491948161724
2028-03-01,2028,3,39,4,42177944.832,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,351482.87360000005,175741.43680000002,70296.57472,0.0,597520.8851200001,0.0,196830.409216,73811.403456,246038.01152000003,0.0,516679.8241920001,0.0,379601.503488,35148.28736,414749.79084800003,0.0,0.0,281186.29888,210889.72416,492076.02304,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,2951899.4994500005,2354378.6143300002,17.000000000000004,66.98416313192452
2028-04-01,2028,4,40,4,42667290.944,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,355560.75786666665,177780.37893333333,71112.15157333334,0.0,604453.2883733333,0.0,199114.02440533333,74667.759152,248892.53050666663,0.0,522674.314064,0.0,384005.61849599995,35556.07578666667,419561.6942826666,0.0,0.0,284448.60629333335,213336.45472,497785.0610133334,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,2975347.3339833333,2370894.04561,17.0,66.68041939822483
2028-05-01,2028,5,41,4,43188133.248,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,359901.11040000006,179950.55520000003,71980.22208,0.0,611831.88768,0.0,201544.621824,75579.233184,251930.77728,0.0,529054.632288,0.0,388693.19923200004,35990.11104,424683.31027200003,0.0,0.0,287920.88832,215940.66624000002,503861.5545600001,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3000304.3610500004,2388472.4733700003,17.0,66.36468753084459
2028-06-01,2028,6,42,4,44325495.488,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,369379.12906666665,184689.56453333332,73875.82581333333,0.0,627944.5194133334,0.0,206852.31227733332,77569.61710399999,258565.39034666665,0.0,542987.319728,0.0,398929.459392,36937.912906666665,435867.3722986666,0.0,0.0,295503.3032533333,221627.47743999996,517130.78069333325,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3054802.968383333,2426858.44897,17.000000000000004,65.70101713927625
2028-07-01,2028,7,43,4,45621527.74400001,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,380179.3978666668,190089.6989333334,76035.87957333335,0.0,646304.9763733335,0.0,212900.46280533334,79837.67355200001,266125.57850666676,0.0,558863.7148640001,0.0,410593.74969600013,38017.93978666668,448611.6894826668,0.0,0.0,304143.5182933334,228107.63872000005,532251.1570133334,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3116904.513983334,2470599.5376100005,17.0,64.98509786362668
2028-08-01,2028,8,44,4,46917560.0,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,390979.6666666667,195489.83333333334,78195.93333333333,0.0,664665.4333333333,0.0,218948.6133333333,82105.73,273685.76666666666,0.0,574740.11,0.0,422258.04,39097.96666666667,461356.00666666665,0.0,0.0,312783.73333333334,234587.80000000002,547371.5333333333,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3179006.0595833333,2514340.62625,17.0,64.3087311339294
2028-09-01,2028,9,45,4,48861608.384,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,407180.06986666674,203590.03493333337,81436.01397333333,0.0,692206.1187733334,0.0,228020.83912533335,85507.814672,285026.0489066667,0.0,598554.702704,0.0,439754.4754560001,40718.00698666667,480472.4824426667,0.0,0.0,325744.05589333334,244308.04192,570052.0978133334,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3272158.3779833335,2579952.2592100003,17.0,63.36145725538137
2028-10-01,2028,10,46,4,51768600.896000005,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,431405.0074666667,215702.50373333335,86281.00149333334,0.0,733388.5126933334,0.0,241586.80418133337,90595.051568,301983.5052266667,0.0,634165.3609760001,0.0,465917.408064,43140.50074666667,509057.9088106667,0.0,0.0,345124.0059733334,258843.00448,603967.0104533334,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3411451.769183334,2678063.2564900005,17.0,62.07770448044524
2028-11-01,2028,11,47,4,54992933.44,0.0,17.55,2.3400000000000003,10.2,3.9000000000000004,5.4,2.3400000000000003,3.9000000000000004,45.63,0.0,0.0,0.0,0.0,0.0,0.0,220093.45312500003,0.0,44018.69062500001,0.0,0.0,264112.14375000005,31603.16250000001,0.0,6320.632500000002,0.0,0.0,37923.79500000001,177116.625,0.0,35423.325000000004,0.0,0.0,212539.95,52671.93750000001,0.0,10534.387500000003,0.0,0.0,63206.32500000001,67721.06250000001,0.0,13544.212500000003,0.0,0.0,81265.27500000002,22573.687500000004,0.0,4514.737500000001,0.0,0.0,27088.425000000003,56434.21875000002,0.0,11286.843750000005,0.0,0.0,67721.06250000003,628214.1468750001,0.0,125642.82937500002,0.0,0.0,753856.9762500002,0.0,458274.4453333334,229137.2226666667,91654.88906666666,0.0,779066.5570666667,0.0,256633.68938666664,96237.63351999999,320792.1117333333,0.0,673663.4346399999,0.0,494936.40096,45827.44453333333,540763.8454933333,0.0,0.0,366619.5562666666,274964.66719999997,641584.2234666666,0.0,14126.0,0.0,136890.0,1000.0,25000.0,177016.0,0.0,3565951.0369166667,2786884.47985,17.0,60.812565662982024
